Date,Australia,Brazil,Canada,China,Europe,France,Germany,Hong Kong,Italy,India,Israel,Japan,Korea,Mexico,Netherlands,Poland,Russia,Singapore,South Africa,Spain,Sweden,Switzerland,Taiwan,Turkey,UK,USA
30/04/2018,21.38,17.47,22.59,17.95,22.09,24.46,22.62,20.45,21.41,23.66,13.99,28.09,15.67,24.1,29.64,13.62,7.97,18.31,21.99,16.39,23.35,27.33,22.19,11.11,18.21,29.75
31/05/2018,21.2,15.56,23.57,18.08,21.94,23.81,22.2,20.26,20.52,23.22,14.87,26.96,14.76,22.39,28.72,12.75,7.95,17.19,20.87,15.41,22.41,26.4,23.89,10.44,18.84,30.04
30/06/2018,21.92,14.54,23.63,17.08,21.74,23.45,21.59,19.42,20.5,22.84,14.99,27.12,14.17,23.64,28.85,12.66,7.93,16.14,21.79,15.64,22.41,27.02,22.95,9.87,18.8,29.99
31/07/2018,22.36,15.86,23.98,16.64,22.43,24.24,22.46,19.69,20.55,24.68,15.68,27.47,13.9,24.25,30.13,13.63,8.18,16.32,21.8,16.06,23.4,28.77,23.87,9.5,19.04,31.05
31/08/2018,22.55,15.38,23.21,16,21.63,23.3,21.37,18.82,19.02,26.06,15.67,26.24,13.91,24,29.3,13.76,8.11,16,21.64,15.37,23.69,27.68,23.88,8.94,18.32,31.39
28/09/2018,21.62,15.83,23.23,15.25,21.81,24.19,21.27,18.16,19.6,24.22,15.89,27.72,13.79,23.55,28.91,13.63,8.53,16.54,20.67,15.4,23.76,27.28,23.83,9.49,18.45,31.7
31/10/2018,20.48,17.34,21.79,13.5,20.66,22.42,19.78,16.21,18.35,23.11,15,25.21,12.04,20.97,27.31,12.86,8.13,15.29,19.16,14.66,21.85,26.98,21.41,8.25,17.82,29.4
30/11/2018,19.82,17.99,22.44,14.5,20.26,22.07,19.21,17.55,18.32,24.19,15.65,24.64,12.19,20.02,27.86,13.35,8.22,15.61,19.53,15.61,20.74,26.79,20.97,8.61,17.33,29.27
31/12/2018,19.77,17.74,20.83,13.72,19.24,20.89,17.72,17.63,19.36,23.06,13.56,22.26,11.59,19.57,25.99,13.58,8.02,15.21,19.76,14.34,19.72,24.97,20.17,8.32,16.69,26.64
31/01/2019,20.44,19.69,22.46,15.21,20.35,22.03,18.76,19.03,19.8,22.99,14.94,23.44,12.79,20.77,27.67,14.17,8.73,15.8,20.63,15.2,21.55,26.83,20.56,9.54,17.26,28.74
28/02/2019,21.25,19.41,23.13,15.73,20.78,22.84,18.91,20,20.38,22.92,14.68,22.47,12.75,20.22,28.79,14.07,8.67,15.86,20.74,15.4,22.01,26.82,21.39,9.46,17.56,29.22
31/03/2019,21.45,18.9,23.08,16.14,20.92,22.92,19.17,19.76,20.19,23.56,15.07,22.48,12.34,20.13,28.23,13.44,8.59,16.12,20.16,15.62,22.75,26.98,21.66,8.46,17.73,29.16
30/04/2019,21.72,18.61,23.83,16.15,21.76,23.72,20.41,19.9,21.54,24.03,15.35,22.86,12.63,20.33,28.77,13.88,8.69,16.93,21.92,16.28,24.58,27.98,22.26,8.3,18.33,30.12
31/05/2019,21.94,18.54,22.63,13.92,20.52,22.13,19,18.06,19.58,24.09,13.87,20.37,11.75,19.38,26.63,12.95,8.6,15.39,20.6,15.37,21.4,27.38,20.69,7.91,17.49,27.6
30/06/2019,22.64,19.25,22.91,14.84,21.33,22.38,19.7,19.39,21.13,23.31,14.17,20.84,12.17,19.37,27.31,13.26,8.88,16.6,21.18,15.66,22.23,28.49,21.1,8.37,18.19,29.5
31/07/2019,23.19,19.57,22.92,14.75,21.43,23.27,19.44,18.68,20.76,21.78,14.36,20.99,11.61,18.29,28.24,12.93,8.88,16.6,20.44,15.26,22.09,28.72,21.52,8.92,18.54,29.83
31/08/2019,22.71,18.99,22.43,14.19,20.88,22.69,18.89,16.76,21.17,22.03,13.22,19.6,11.35,19.24,27.94,12.02,8.8,15.65,19.71,15.03,21.19,28.33,21.17,8.15,17.67,28.73
30/09/2019,22.45,19.36,22.68,13.64,21.22,23.32,19.48,16.1,21.04,22.51,13.54,20.49,11.87,19.49,28.69,12.25,8.7,15.65,19.42,15.71,21.83,28.21,21.12,8.63,17.7,29.16
31/10/2019,22.44,19.97,22.56,14.14,21.46,23.68,20.09,16.83,21.75,23.37,14.23,21.66,12.12,19.65,28.62,12.4,9.31,16.27,19.56,15.73,22.79,28.48,22.58,8.13,17.66,29.77
30/11/2019,22.77,20.42,22.98,14.39,21.81,24.54,20.57,16.72,21.33,23.34,14.71,21.52,12.21,19.64,29.76,12.01,9.21,16.07,19.2,15.64,22.12,29.24,22.88,8.71,17.89,30.22
31/12/2019,22.09,21.72,22.67,15.69,22.19,24.77,20.15,17.38,22.22,23.34,14.29,21.69,13.03,19.48,30.53,12.2,9.51,16.13,19.73,16.44,22.77,29.52,23.65,9.1,18.34,31
31/01/2020,23.17,21.24,22.87,15.2,21.79,24.15,19.71,16.56,21.88,22.9,14.85,21.31,12.69,19.8,29.85,11.71,9.47,15.71,19.37,16.09,23.13,29.72,22.63,9.21,17.7,30.91
29/02/2020,21.18,19.39,21.52,15.36,19.85,22.01,18.01,16.63,20.38,21.29,13.9,18.92,11.93,18.3,27.38,10.16,8.61,14.89,17.56,14.83,21.26,26.88,22.11,8.15,16,28.1
31/03/2020,16.7,13.4,17.91,14.17,17.09,17.74,15.17,14.09,16,16.58,12.37,17.49,10.67,15.36,23.27,8.41,7.54,12.24,14.57,11.56,18.4,25.35,19.16,6.79,13.69,24.29
30/04/2020,17.74,14.77,19.64,14.94,17.86,18.31,16.44,14.77,16.27,19.48,13.59,17.99,11.68,16.24,24.77,9.02,7.71,12.81,16.81,11.93,19.28,26.41,21.71,7.5,14.03,27.3
31/05/2020,18.34,16.63,20.72,14.79,18.6,19.11,17.72,13.58,17.56,18.71,15.01,19.52,12.21,16.61,26.25,9.71,8.06,12.61,16.6,12.31,20.59,27.23,21.24,7.75,14.51,29.04
30/06/2020,19.05,18.27,21.14,16.15,19.26,19.98,18.71,15.29,18.55,20.14,15.03,19.61,12.87,17.18,28,9.75,7.71,13.11,18.3,12.73,21.13,27.69,22.57,8.23,14.76,29.86
31/07/2020,19.46,19.46,21.61,17.68,18.73,19.35,18.62,15.06,18.66,20.27,15.48,18.65,13.69,16.56,27.67,9.64,8.6,12.75,18.64,12.11,21.17,27.48,25.62,7.57,13.88,31.19
31/08/2020,19.56,18.86,22.29,18.11,19.31,20.3,19.94,16.18,19.3,22.54,16.09,20.54,13.99,16.58,28.41,9.84,8.54,13.11,18.06,12.6,21.7,27.52,25.29,7.25,13.8,33.53
30/09/2020,19.22,18.07,21.83,17.62,19.62,20.37,19.7,15.4,18.55,22.49,14.78,20.63,14.11,16.87,28.76,9.3,8.37,12.73,17.75,12.1,22.25,27.91,25.64,7.64,14.14,32.07
31/10/2020,19.25,18.25,20.98,18.08,18.52,19.76,17.74,15.69,16.94,22.81,14.7,19.82,13.84,16.77,28.55,8.06,7.79,12.29,17.57,11.85,20.47,26.22,25.51,7.31,13.36,30.79
30/11/2020,21.15,20.78,22.66,18.67,21.09,23.78,18.94,17.16,21.91,24.86,15.91,22.43,15.62,18.72,32.46,10.03,8.95,14.32,18.22,15.32,22.93,28.37,27.1,8.28,15.12,34.29
31/12/2020,21.55,22.61,22.9,19.58,21.61,23.87,20.52,18.02,22.07,27.28,17.08,23.07,17.95,19.88,33.55,10.83,9.76,14.53,19,15.28,23.02,29.21,29.43,9.27,15.61,35.49
31/01/2021,21.28,21.53,22.83,21.04,20.89,23.12,20.24,18.38,20.04,26.63,17.38,22.84,18.73,19.01,34.01,10.76,9.74,14.64,19.95,14.28,22.9,28.19,31.21,8.79,15.23,34.81
28/02/2021,21.85,20.49,23.84,20.86,21.37,24.07,21.23,18.93,20.53,28.06,18.08,23.21,18.74,19.62,34.87,10.21,9.79,15.43,20,15.38,23.89,27.47,32.13,8.38,15.49,35.47
31/03/2021,22.5,20.77,24.56,19.04,22.88,25.69,22.22,19.23,23.16,28.87,17.73,24.34,18.84,20.6,36.82,10.6,10.35,16.42,20.37,16.58,26.44,29.23,32.51,7.75,16.33,36.8
30/04/2021,23.12,21.39,25.45,19.07,23.45,26.77,22.55,19.54,23.99,28.92,18.6,23.57,19.2,20.73,37.04,10.9,10,16.55,19.79,17.36,26.74,29.34,34.38,7.83,16.95,38.25
31/05/2021,23.64,21.58,25.61,19.04,23.63,27.23,22.47,20.1,24.75,30.43,18.18,23.75,18.94,21.56,37.26,12.32,10.52,16.6,20,17.73,25.39,30.02,32.47,7.88,17.1,37.67
30/06/2021,24.01,21.66,25.99,19.18,23.9,27.36,22.74,19.74,24.84,30.9,18.28,23.82,19.43,21.04,38.37,12.03,10.6,16.43,19.15,17.06,25.34,31.35,32.32,7.7,17.08,38.46
30/07/2021,24.24,20.59,26.38,16.54,24.23,28.14,22.72,19.44,26.67,31.56,18.51,23.31,18.89,21.01,39.87,12.29,10.69,16.83,18.87,17.23,26.2,31.33,31.3,7.8,17.1,38.62
31/08/2021,24.41,18.57,26.05,16.18,24.5,28.02,22.56,19.13,25.04,34.5,19.02,23.34,18.58,22.17,42.06,12.86,11.08,16.35,18.31,17.01,25.58,31.94,31.59,8.1,17.58,38.91
30/09/2021,23.41,17.17,25.06,15.37,23.57,26.91,21.66,18.03,24.69,35.06,18.45,24.37,17.55,21.32,39.33,12.55,11.7,16.48,17.74,16.77,24.08,29.8,30.39,7.52,17.29,37.11
29/10/2021,23.21,16.16,26.32,15.87,24.32,28.48,22.33,18.73,25.39,34.77,19.08,23.73,17.03,21.17,42.68,13.05,11.83,16.92,17.93,17.23,24.66,31.06,30.26,8.13,17.45,39.08
